features,ml,acc,ci,set,AOI_setting
"(' AOI Name', 'Difficulty_2')",randomForest,0.6050000000000001,"(0.5630490474299024, 0.6469509525700978)",set_3,Sentences
"(' AOI Name', 'Difficulty_2')",kNeigh,0.5316666666666666,"(0.4929931556282004, 0.5703401777051329)",set_3,Sentences
"(' AOI Name', 'Difficulty_2')",svc,0.5466666666666666,"(0.5256038154525526, 0.5677295178807806)",set_3,Sentences
"(' AOI Name', 'Difficulty_2')",logistic,0.5083333333333333,"(0.4724205758719274, 0.5442460907947393)",set_3,Sentences
"(' AOI Name', 'Difficulty_2')",logisticCV,0.485,"(0.4530873980402438, 0.5169126019597562)",set_3,Sentences
"(' AOI Name', 'Difficulty_2')",XGBClassifier,0.6016666666666667,"(0.5575992703913117, 0.6457340629420216)",set_3,Sentences
"(' AOI Name', 'Difficulty_2')",ensemble,0.5533333333333332,"(0.5118524231564722, 0.5948142435101943)",set_3,Sentences
"('Text ID', 'Difficulty_2')",randomForest,0.6166666666666667,"(0.5737151460845935, 0.6596181872487399)",set_3,Sentences
"('Text ID', 'Difficulty_2')",kNeigh,0.535,"(0.49790102584986706, 0.572098974150133)",set_3,Sentences
"('Text ID', 'Difficulty_2')",svc,0.5466666666666665,"(0.5165400387841108, 0.5767932945492222)",set_3,Sentences
"('Text ID', 'Difficulty_2')",logistic,0.5016666666666666,"(0.46305032693751114, 0.540283006395822)",set_3,Sentences
"('Text ID', 'Difficulty_2')",logisticCV,0.4599999999999999,"(0.42177902793531513, 0.4982209720646847)",set_3,Sentences
"('Text ID', 'Difficulty_2')",XGBClassifier,0.5683333333333334,"(0.5239661383997105, 0.6127005282669562)",set_3,Sentences
"('Text ID', 'Difficulty_2')",ensemble,0.5299999999999999,"(0.4873375099963766, 0.5726624900036232)",set_3,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_2')",randomForest,0.6916666666666668,"(0.652235056677079, 0.7310982766562545)",set_3,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_2')",kNeigh,0.55,"(0.5140488126105719, 0.5859511873894282)",set_3,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_2')",svc,0.5533333333333333,"(0.5276396952580418, 0.5790269714086249)",set_3,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_2')",logistic,0.52,"(0.4866701821493773, 0.5533298178506227)",set_3,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_2')",logisticCV,0.48,"(0.44569026104109816, 0.5143097389589018)",set_3,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_2')",XGBClassifier,0.6783333333333331,"(0.6364878449551465, 0.7201788217115197)",set_3,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_2')",ensemble,0.59,"(0.5522735738656781, 0.6277264261343218)",set_3,Sentences
"('Difficulty_1',)",randomForest,0.5983333333333334,"(0.5539661383997105, 0.6427005282669562)",set_3,Sentences
"('Difficulty_1',)",kNeigh,0.5016666666666666,"(0.46602562858082286, 0.5373077047525103)",set_3,Sentences
"('Difficulty_1',)",svc,0.5466666666666665,"(0.5213193198689287, 0.5720140134644044)",set_3,Sentences
"('Difficulty_1',)",logistic,0.4783333333333333,"(0.44799659573314243, 0.5086700709335242)",set_3,Sentences
"('Difficulty_1',)",logisticCV,0.4366666666666666,"(0.40486329241569685, 0.46847004091763633)",set_3,Sentences
"('Difficulty_1',)",XGBClassifier,0.5983333333333333,"(0.5554861032322697, 0.6411805634343969)",set_3,Sentences
"('Difficulty_1',)",ensemble,0.53,"(0.49001062697330366, 0.5699893730266964)",set_3,Sentences
"(' AOI Name', 'Difficulty_1')",randomForest,0.6533333333333331,"(0.6111133312418091, 0.6955533354248571)",set_3,Sentences
"(' AOI Name', 'Difficulty_1')",kNeigh,0.5216666666666666,"(0.4802457202519552, 0.563087613081378)",set_3,Sentences
"(' AOI Name', 'Difficulty_1')",svc,0.535,"(0.5044310993571857, 0.5655689006428144)",set_3,Sentences
"(' AOI Name', 'Difficulty_1')",logistic,0.5216666666666667,"(0.4859760711909897, 0.5573572621423437)",set_3,Sentences
"(' AOI Name', 'Difficulty_1')",logisticCV,0.4966666666666666,"(0.46377054523595146, 0.5295627880973819)",set_3,Sentences
"(' AOI Name', 'Difficulty_1')",XGBClassifier,0.6133333333333334,"(0.5647392349879614, 0.6619274316787054)",set_3,Sentences
"(' AOI Name', 'Difficulty_1')",ensemble,0.59,"(0.5522735738656781, 0.6277264261343218)",set_3,Sentences
"('Text ID', 'Difficulty_1')",randomForest,0.6183333333333334,"(0.5800618149118149, 0.656604851754852)",set_3,Sentences
"('Text ID', 'Difficulty_1')",kNeigh,0.5183333333333333,"(0.4822609764711833, 0.5544056901954834)",set_3,Sentences
"('Text ID', 'Difficulty_1')",svc,0.5183333333333333,"(0.49056710395640984, 0.5460995627102568)",set_3,Sentences
"('Text ID', 'Difficulty_1')",logistic,0.4783333333333333,"(0.44763461254488784, 0.5090320541217789)",set_3,Sentences
"('Text ID', 'Difficulty_1')",logisticCV,0.455,"(0.4264646296490275, 0.48353537035097255)",set_3,Sentences
"('Text ID', 'Difficulty_1')",XGBClassifier,0.5733333333333333,"(0.5341984014053672, 0.6124682652612993)",set_3,Sentences
"('Text ID', 'Difficulty_1')",ensemble,0.5299999999999999,"(0.4917039545628574, 0.5682960454371424)",set_3,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_1')",randomForest,0.6383333333333333,"(0.5934807765106357, 0.6831858901560309)",set_3,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_1')",kNeigh,0.5116666666666666,"(0.4761000941374113, 0.5472332391959219)",set_3,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_1')",svc,0.5316666666666666,"(0.505624979076368, 0.5577083542569652)",set_3,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_1')",logistic,0.5033333333333333,"(0.46373259317213766, 0.5429340734945289)",set_3,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_1')",logisticCV,0.46,"(0.42574181589961124, 0.4942581841003888)",set_3,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_1')",XGBClassifier,0.5866666666666667,"(0.5414645037479229, 0.6318688295854105)",set_3,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_1')",ensemble,0.5333333333333333,"(0.49102968578667366, 0.575636980879993)",set_3,Sentences
"('Difficulty_2', 'Difficulty_1')",randomForest,0.625,"(0.5825985404209237, 0.6674014595790763)",set_3,Sentences
"('Difficulty_2', 'Difficulty_1')",kNeigh,0.5349999999999999,"(0.49701822394273093, 0.572981776057269)",set_3,Sentences
"('Difficulty_2', 'Difficulty_1')",svc,0.5166666666666666,"(0.4938806066547575, 0.5394527266785757)",set_3,Sentences
"('Difficulty_2', 'Difficulty_1')",logistic,0.4733333333333334,"(0.43493933651789524, 0.5117273301487715)",set_3,Sentences
"('Difficulty_2', 'Difficulty_1')",logisticCV,0.4483333333333332,"(0.41690909380254904, 0.47975757286411735)",set_3,Sentences
"('Difficulty_2', 'Difficulty_1')",XGBClassifier,0.6183333333333333,"(0.5701008991688783, 0.6665657674977883)",set_3,Sentences
"('Difficulty_2', 'Difficulty_1')",ensemble,0.5066666666666666,"(0.46259300378581714, 0.5507403295475161)",set_3,Sentences
"(' AOI Name', 'Difficulty_2', 'Difficulty_1')",randomForest,0.5883333333333334,"(0.550890540937624, 0.6257761257290427)",set_3,Sentences
"(' AOI Name', 'Difficulty_2', 'Difficulty_1')",kNeigh,0.5133333333333334,"(0.477326878905299, 0.5493397877613678)",set_3,Sentences
"(' AOI Name', 'Difficulty_2', 'Difficulty_1')",svc,0.5266666666666666,"(0.5028286132923698, 0.5505047200409634)",set_3,Sentences
"(' AOI Name', 'Difficulty_2', 'Difficulty_1')",logistic,0.475,"(0.4409828971025283, 0.5090171028974717)",set_3,Sentences
"(' AOI Name', 'Difficulty_2', 'Difficulty_1')",logisticCV,0.4633333333333334,"(0.4312532824978605, 0.49541338416880626)",set_3,Sentences
"(' AOI Name', 'Difficulty_2', 'Difficulty_1')",XGBClassifier,0.5933333333333333,"(0.5520018274861067, 0.6346648391805598)",set_3,Sentences
"(' AOI Name', 'Difficulty_2', 'Difficulty_1')",ensemble,0.4983333333333334,"(0.4611748532116027, 0.535491813455064)",set_3,Sentences
"('Text ID', 'Difficulty_2', 'Difficulty_1')",randomForest,0.6249999999999999,"(0.584191656300562, 0.6658083436994378)",set_3,Sentences
"('Text ID', 'Difficulty_2', 'Difficulty_1')",kNeigh,0.5299999999999999,"(0.4947062470416832, 0.5652937529583166)",set_3,Sentences
"('Text ID', 'Difficulty_2', 'Difficulty_1')",svc,0.55,"(0.5223913702090921, 0.577608629790908)",set_3,Sentences
"('Text ID', 'Difficulty_2', 'Difficulty_1')",logistic,0.4766666666666667,"(0.4440945198575719, 0.5092388134757615)",set_3,Sentences
"('Text ID', 'Difficulty_2', 'Difficulty_1')",logisticCV,0.4616666666666666,"(0.4301862308428101, 0.49314710249052324)",set_3,Sentences
"('Text ID', 'Difficulty_2', 'Difficulty_1')",XGBClassifier,0.6199999999999999,"(0.5809328733760882, 0.6590671266239115)",set_3,Sentences
"('Text ID', 'Difficulty_2', 'Difficulty_1')",ensemble,0.5233333333333333,"(0.486615976736398, 0.5600506899302686)",set_3,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_2', 'Difficulty_1')",randomForest,0.655,"(0.6139541297066726, 0.6960458702933274)",set_3,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_2', 'Difficulty_1')",kNeigh,0.5149999999999999,"(0.4762123991464796, 0.5537876008535202)",set_3,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_2', 'Difficulty_1')",svc,0.525,"(0.5059793234644606, 0.5440206765355394)",set_3,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_2', 'Difficulty_1')",logistic,0.4866666666666667,"(0.4528760157154135, 0.5204573176179199)",set_3,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_2', 'Difficulty_1')",logisticCV,0.4666666666666668,"(0.43548770529428704, 0.49784562803904653)",set_3,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_2', 'Difficulty_1')",XGBClassifier,0.6299999999999999,"(0.5850183248011929, 0.6749816751988069)",set_3,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_2', 'Difficulty_1')",ensemble,0.525,"(0.4900222253565286, 0.5599777746434714)",set_3,Sentences
(),randomForest,0.43333333333333335,"(0.4007679702683107, 0.465898696398356)",set_1,Questions
(),kNeigh,0.4033333333333333,"(0.3623076531756583, 0.44435901349100826)",set_1,Questions
(),svc,0.455,"(0.4218113439744776, 0.4881886560255224)",set_1,Questions
(),logistic,0.44666666666666666,"(0.4162481072755111, 0.4770852260578222)",set_1,Questions
(),logisticCV,0.4266666666666667,"(0.3975696772612408, 0.45576365607209257)",set_1,Questions
(),XGBClassifier,0.4966666666666667,"(0.46808294599746103, 0.5252503873358724)",set_1,Questions
(),ensemble,0.4066666666666666,"(0.3733235937676572, 0.440009739565676)",set_1,Questions
"(' AOI Name',)",randomForest,0.4583333333333333,"(0.4239930202980496, 0.49267364636861694)",set_1,Questions
"(' AOI Name',)",kNeigh,0.4083333333333334,"(0.3743162304358617, 0.44235043623080506)",set_1,Questions
"(' AOI Name',)",svc,0.49,"(0.46565752725209836, 0.5143424727479015)",set_1,Questions
"(' AOI Name',)",logistic,0.45,"(0.41935710657388564, 0.48064289342611427)",set_1,Questions
"(' AOI Name',)",logisticCV,0.4649999999999999,"(0.4374735180613745, 0.4925264819386253)",set_1,Questions
"(' AOI Name',)",XGBClassifier,0.54,"(0.5041657673868043, 0.5758342326131958)",set_1,Questions
"(' AOI Name',)",ensemble,0.4583333333333332,"(0.4256410093070303, 0.4910256573596361)",set_1,Questions
"('Text ID',)",randomForest,0.4366666666666667,"(0.39912811061317655, 0.47420522272015686)",set_1,Questions
"('Text ID',)",kNeigh,0.4416666666666667,"(0.4063744787374157, 0.4769588545959177)",set_1,Questions
"('Text ID',)",svc,0.47,"(0.44243942704237593, 0.497560572957624)",set_1,Questions
"('Text ID',)",logistic,0.44833333333333336,"(0.41798203351576707, 0.47868463315089965)",set_1,Questions
"('Text ID',)",logisticCV,0.465,"(0.4344310993571856, 0.49556890064281445)",set_1,Questions
"('Text ID',)",XGBClassifier,0.5266666666666666,"(0.49034253800959926, 0.562990795323734)",set_1,Questions
"('Text ID',)",ensemble,0.455,"(0.41955788440923514, 0.4904421155907649)",set_1,Questions
"(' AOI Name', 'Text ID')",randomForest,0.415,"(0.37935896191415625, 0.4506410380858437)",set_1,Questions
"(' AOI Name', 'Text ID')",kNeigh,0.4,"(0.364202779859356, 0.43579722014064404)",set_1,Questions
"(' AOI Name', 'Text ID')",svc,0.4633333333333334,"(0.44050852149068614, 0.4861581451759806)",set_1,Questions
"(' AOI Name', 'Text ID')",logistic,0.4,"(0.36643239208658085, 0.4335676079134192)",set_1,Questions
"(' AOI Name', 'Text ID')",logisticCV,0.43666666666666665,"(0.4052125603540857, 0.4681207729792476)",set_1,Questions
"(' AOI Name', 'Text ID')",XGBClassifier,0.5049999999999999,"(0.4696827799279232, 0.5403172200720766)",set_1,Questions
"(' AOI Name', 'Text ID')",ensemble,0.4249999999999999,"(0.39230767597369703, 0.45769232402630283)",set_1,Questions
"('Paragraph_Number',)",randomForest,0.4716666666666667,"(0.4343420745261148, 0.5089912588072186)",set_1,Questions
"('Paragraph_Number',)",kNeigh,0.4133333333333332,"(0.37863937479273274, 0.4480272918739337)",set_1,Questions
"('Paragraph_Number',)",svc,0.4533333333333333,"(0.4250995829899325, 0.4815670836767341)",set_1,Questions
"('Paragraph_Number',)",logistic,0.4233333333333333,"(0.3844532810164338, 0.4622133856502328)",set_1,Questions
"('Paragraph_Number',)",logisticCV,0.4383333333333333,"(0.4023345498089902, 0.4743321168576764)",set_1,Questions
"('Paragraph_Number',)",XGBClassifier,0.5,"(0.4612394650702713, 0.5387605349297288)",set_1,Questions
"('Paragraph_Number',)",ensemble,0.4533333333333333,"(0.41455000479097315, 0.4921166618756935)",set_1,Questions
"(' AOI Name', 'Paragraph_Number')",randomForest,0.45,"(0.41195864692892126, 0.48804135307107877)",set_1,Questions
"(' AOI Name', 'Paragraph_Number')",kNeigh,0.385,"(0.34547884255851474, 0.4245211574414853)",set_1,Questions
"(' AOI Name', 'Paragraph_Number')",svc,0.44666666666666666,"(0.4162481072755111, 0.4770852260578222)",set_1,Questions
"(' AOI Name', 'Paragraph_Number')",logistic,0.395,"(0.36025036437693025, 0.4297496356230698)",set_1,Questions
"(' AOI Name', 'Paragraph_Number')",logisticCV,0.435,"(0.4004928140748944, 0.4695071859251056)",set_1,Questions
"(' AOI Name', 'Paragraph_Number')",XGBClassifier,0.5,"(0.46359081723732415, 0.5364091827626758)",set_1,Questions
"(' AOI Name', 'Paragraph_Number')",ensemble,0.4183333333333333,"(0.3866291084106613, 0.4500375582560053)",set_1,Questions
"('Text ID', 'Paragraph_Number')",randomForest,0.4083333333333334,"(0.36567213803526255, 0.4509945286314042)",set_1,Questions
"('Text ID', 'Paragraph_Number')",kNeigh,0.38833333333333336,"(0.351305892581447, 0.4253607740852197)",set_1,Questions
"('Text ID', 'Paragraph_Number')",svc,0.4816666666666666,"(0.4512426603134491, 0.5120906730198842)",set_1,Questions
"('Text ID', 'Paragraph_Number')",logistic,0.445,"(0.4098081186963547, 0.4801918813036453)",set_1,Questions
"('Text ID', 'Paragraph_Number')",logisticCV,0.4716666666666667,"(0.43204501025188086, 0.5112883230814526)",set_1,Questions
"('Text ID', 'Paragraph_Number')",XGBClassifier,0.5116666666666666,"(0.4754842303041581, 0.5478491030291751)",set_1,Questions
"('Text ID', 'Paragraph_Number')",ensemble,0.4516666666666666,"(0.417031664076809, 0.4863016692565243)",set_1,Questions
"(' AOI Name', 'Text ID', 'Paragraph_Number')",randomForest,0.43666666666666665,"(0.4031715377242706, 0.4701617956090627)",set_1,Questions
"(' AOI Name', 'Text ID', 'Paragraph_Number')",kNeigh,0.39666666666666667,"(0.3615612153522592, 0.4317721179810741)",set_1,Questions
"(' AOI Name', 'Text ID', 'Paragraph_Number')",svc,0.4883333333333333,"(0.4624789678174652, 0.5141876988492015)",set_1,Questions
"(' AOI Name', 'Text ID', 'Paragraph_Number')",logistic,0.4333333333333333,"(0.40215437196095355, 0.46451229470571304)",set_1,Questions
"(' AOI Name', 'Text ID', 'Paragraph_Number')",logisticCV,0.4833333333333333,"(0.4530530904726808, 0.513613576193986)",set_1,Questions
"(' AOI Name', 'Text ID', 'Paragraph_Number')",XGBClassifier,0.5033333333333334,"(0.46944474772318057, 0.5372219189434863)",set_1,Questions
"(' AOI Name', 'Text ID', 'Paragraph_Number')",ensemble,0.4683333333333332,"(0.43553305788655544, 0.5011336087801109)",set_1,Questions
"('Answer',)",randomForest,0.4433333333333333,"(0.40338818412224114, 0.48327848254442546)",set_1,Questions
"('Answer',)",kNeigh,0.3850000000000001,"(0.3469020625703416, 0.4230979374296585)",set_1,Questions
"('Answer',)",svc,0.4616666666666666,"(0.43513746931833613, 0.4881958640149972)",set_1,Questions
"('Answer',)",logistic,0.425,"(0.39197149927615726, 0.4580285007238427)",set_1,Questions
"('Answer',)",logisticCV,0.43833333333333335,"(0.4083629506464416, 0.4683037160202251)",set_1,Questions
"('Answer',)",XGBClassifier,0.5150000000000001,"(0.4830873980402439, 0.5469126019597563)",set_1,Questions
"('Answer',)",ensemble,0.445,"(0.41207870232021265, 0.47792129767978725)",set_1,Questions
"(' AOI Name', 'Answer')",randomForest,0.4000000000000001,"(0.3606735879123596, 0.43932641208764056)",set_1,Questions
"(' AOI Name', 'Answer')",kNeigh,0.38666666666666666,"(0.35152976166678596, 0.42180357166654736)",set_1,Questions
"(' AOI Name', 'Answer')",svc,0.4666666666666667,"(0.44135420955758964, 0.4919791237757438)",set_1,Questions
"(' AOI Name', 'Answer')",logistic,0.35166666666666674,"(0.31559430980451675, 0.38773902352881673)",set_1,Questions
"(' AOI Name', 'Answer')",logisticCV,0.4,"(0.3638955019475159, 0.43610449805248414)",set_1,Questions
"(' AOI Name', 'Answer')",XGBClassifier,0.4633333333333334,"(0.428927137228922, 0.49773952943774485)",set_1,Questions
"(' AOI Name', 'Answer')",ensemble,0.4183333333333333,"(0.38300360384084403, 0.4536630628258225)",set_1,Questions
"('Text ID', 'Answer')",randomForest,0.3450000000000001,"(0.31006014508000107, 0.3799398549199991)",set_1,Questions
"('Text ID', 'Answer')",kNeigh,0.38333333333333336,"(0.3461733667832115, 0.42049329988345524)",set_1,Questions
"('Text ID', 'Answer')",svc,0.4516666666666666,"(0.4249548792261139, 0.4783784541072194)",set_1,Questions
"('Text ID', 'Answer')",logistic,0.4016666666666667,"(0.36522867136808834, 0.4381046619652451)",set_1,Questions
"('Text ID', 'Answer')",logisticCV,0.43,"(0.39476890243097906, 0.4652310975690209)",set_1,Questions
"('Text ID', 'Answer')",XGBClassifier,0.475,"(0.4400222253565286, 0.5099777746434714)",set_1,Questions
"('Text ID', 'Answer')",ensemble,0.38833333333333336,"(0.35314145202968805, 0.4235252146369787)",set_1,Questions
"(' AOI Name', 'Text ID', 'Answer')",randomForest,0.3566666666666667,"(0.321173159708772, 0.39216017362456135)",set_1,Questions
"(' AOI Name', 'Text ID', 'Answer')",kNeigh,0.3850000000000001,"(0.3489889438140802, 0.42101105618591994)",set_1,Questions
"(' AOI Name', 'Text ID', 'Answer')",svc,0.4866666666666666,"(0.4570578440993939, 0.5162754892339394)",set_1,Questions
"(' AOI Name', 'Text ID', 'Answer')",logistic,0.4033333333333334,"(0.36779006328481406, 0.4388766033818527)",set_1,Questions
"(' AOI Name', 'Text ID', 'Answer')",logisticCV,0.4266666666666665,"(0.3907708314076642, 0.46256250192566906)",set_1,Questions
"(' AOI Name', 'Text ID', 'Answer')",XGBClassifier,0.4666666666666666,"(0.43086944652602255, 0.5024638868073107)",set_1,Questions
"(' AOI Name', 'Text ID', 'Answer')",ensemble,0.4150000000000001,"(0.3809439499249243, 0.4490560500750759)",set_1,Questions
"('Paragraph_Number', 'Answer')",randomForest,0.48,"(0.4414452139810714, 0.5185547860189286)",set_1,Questions
"('Paragraph_Number', 'Answer')",kNeigh,0.3999999999999999,"(0.3626916896802035, 0.43730831031979633)",set_1,Questions
"('Paragraph_Number', 'Answer')",svc,0.4766666666666666,"(0.4496567129386103, 0.5036766203947229)",set_1,Questions
"('Paragraph_Number', 'Answer')",logistic,0.4166666666666667,"(0.3810240788694026, 0.4523092544639309)",set_1,Questions
